id,artista,numero,musica,genero
2885,Matheus e Kauan,31065,É PROBLEMA,Sertanejo
2886,Matheus e Kauan & Jorge e Mateus,33250,MUNDO PARALELO,Sertanejo
2887,Matheus e Kauan ft. Anitta,30485,AO VIVO E A CORES,Sertanejo
2888,Matheus e Kauan ft. Gusttavo Lima,30755,MÁGICA,Sertanejo
2889,Matheus e Kauan ft. Jorge e Mateus,30764,QUARTA CADEIRA,Sertanejo
2890,Matheus e Kauan ft. Marilia Mendonça,30806,VOU TER QUE SUPERAR,Sertanejo
2891,Matheus e Kauan ft. Mc Kevinho,30441,DEIXA ELA BEIJAR,Sertanejo
2892,"Matheuzinho, Menor Nico",31088,O GOLPE TA AI,Desconhecido
2893,Mato Grosso e Mathias,30916,UM SÉCULO SEM TI,Sertanejo (dupla presumida)
2894,Matogrosso e Mathias,30503,DE FRENTE A FRENTE,Sertanejo (dupla presumida)
2895,Matogrosso e Mathias,06366,DE IGUAL PRA IGUAL,Sertanejo (dupla presumida)
2896,Matogrosso e Mathias,03310,O PALCO CAIU,Sertanejo (dupla presumida)
2897,Matogrosso e Mathias,06717,TENTEI TE ESQUECER,Sertanejo (dupla presumida)
2898,Matogrosso e Mathias & Gusttavo Lima,33931,E AÍ,Sertanejo
2899,Matuê,30917,KENNY G,Desconhecido
2900,Maurício e Eduardo part. Israel Novaes,33432,EU VOU PEGAR VOCÊ,Sertanejo (dupla presumida)
2901,Mauricio e Mauri,30504,PAIXÃO OU LOUCURA,Sertanejo (dupla presumida)
2902,Mauricio e Mauri,30505,SEMPRE SEU HOMEM,Sertanejo (dupla presumida)
2903,Mauricio Manieri,04264,BEM QUERER,Desconhecido
2904,Mauricio Manieri,04163,MINHA MENINA,Desconhecido
2905,Maurício Mattar,03628,MUITO ROMÂNTICO,Desconhecido
2906,Maurício Mattar,33072,AVALANCHE DE NEVE,Desconhecido
2907,Maurício Mattar,33335,TONTEIA,Desconhecido
2908,Maurício Mattar,03849,NADA APAGA ESSA PAIXÃO,Desconhecido
2909,Max Viana,01355,CANÇÕES DE REI,Desconhecido
2910,Maysa,06150,OUÇA,Desconhecido
2911,MC Andinho,33020,JÁ É SENSAÇÃO,Funk/Pop BR
2912,MC Bob Bum,30507,RAP DO SILVA,Funk/Pop BR
2913,MC Bola feat. Mr. Catra e Dennis DJ,30032,SOLTINHA,Sertanejo (dupla presumida)
2914,MC Bruninha,33420,BAILÃO,Funk/Pop BR
2915,Mc Bruninho,30521,JOGO DO AMOR,Funk/Pop BR
2916,MC Cidinho e Doca,30510,RAP DA FELICIDADE,Sertanejo (dupla presumida)
2917,MC Delano,33826,NA PONTA ELA FICA,Funk/Pop BR
2918,MC Don Juan,30260,AMAR AMEI,Funk/Pop BR
2919,MC Federado e os Leleks,33258,PASSINHO DO VOLANTE (AH LELEK LEK LEK LEK),Sertanejo (dupla presumida)
2920,MC G15,30265,CARA BACANA,Funk/Pop BR
2921,MC G15,30106,DEU ONDA,Funk/Pop BR
2922,MC Gui,33475,SONHAR,Funk/Pop BR
2923,MC Guimê,33520,NA PISTA EU ARRASO,Funk/Pop BR
2924,MC Guimê,33082,PLAQUE DE CEM,Funk/Pop BR
2925,MC Guimê part. Emicida,33259,PAÍS DO FUTEBOL,Rap/Hip-Hop
2926,MC João,33642,BAILE DE FAVELA (LIGHT),Funk/Pop BR
2927,MC Kekel e MC Rita,30524,AMOR DE VERDADE,Sertanejo (dupla presumida)
2928,MC Kevin O Chris,30702,MEDLEY DA GAIOLA (DENNIS DJ REMIX),Funk/Pop BR
2929,MC Kevinho,30379,O GRAVE BATER,Funk/Pop BR
2930,MC Kevinho,30469,RABIOLA,Funk/Pop BR
2931,MC Kevinho e MC Kekel,30706,O BEBÊ,Sertanejo (dupla presumida)
2932,MC Kevinho e Wesley Safadão,30198,OLHA A EXPLOSÃO,Forró/Piseiro
2933,MC Kevinho ft. Gusttavo Lima,30767,SALVOU MEU DIA,Sertanejo
2934,MC Kevinho ft. Léo Santana,30319,ENCAIXA,Funk/Pop BR
2935,MC Kevinho part. Simone e Simaria,30567,TA TUM TUM,Sertanejo
2936,MC Koringa,15292,DANÇA SENSUAL,Funk/Pop BR
2937,MC Koringa,33260,PRA ME PROVOCAR,Funk/Pop BR
2938,MC L da Vinte e MC Gury,30708,PARADO NO BAILÃO,Sertanejo (dupla presumida)
2939,MC Leozinho,07239,SE ELA DANÇA EU DANÇO,Funk/Pop BR
2940,MC Livinho,33957,CHEIA DE MARRA,Funk/Pop BR
2941,MC Livinho,30445,FAZER FALTA,Funk/Pop BR
2942,Mc Loma e As Gêmeas Lacração,30514,ENVOLVIMENTO,Sertanejo (dupla presumida)
2943,Mc Loma e As Gêmeas Lacração,30580,TREME TREME,Sertanejo (dupla presumida)
2944,MC Lon,33824,NOVINHA VEM QUE TEM,Funk/Pop BR
2945,MC Maneirinho,33794,"CHEFE É CHEFE, NÉ PAI",Funk/Pop BR
2946,MC Marcinho,33206,GLAMUROSA,Funk/Pop BR
2947,MC Nandinho e Mc Nego Bam,33897,MALANDRAMENTE,Sertanejo (dupla presumida)
2948,MC Pocahontas e MC Mirella,30714,QUER MAIS?,Sertanejo (dupla presumida)
2949,Mc Pocahontas ft. DJ Tubarão,30386,PA & BROWSE,Funk/Pop BR
2950,MC Sapão,15439,TÔ TRANQUILÃO,Funk/Pop BR
2951,MC Sapão,33732,VOU DESAFIAR VOCÊ,Funk/Pop BR
2952,MC Zaac part. Mc Vigary,30242,VAI EMBRAZANDO,Funk/Pop BR
2953,MCs Jhowzinho & Kadinho,30258,AGORA VAI SENTAR,Sertanejo (dupla presumida)
2954,MCs Zaac & Jerry,33943,BUMBUM GRANADA,Sertanejo (dupla presumida)
2955,Melanina Carioca,33143,DEIXA SE ENVOLVER,Desconhecido
2956,Melim,30637,MEU ABRIGO,Pop/Funk BR
2957,Melim,30651,OUVI DIZER,Pop/Funk BR
2958,Melim,30851,GELO,Pop/Funk BR
2959,Melim,30740,DOIS CORAÇÕES,Pop/Funk BR
2960,Menor,30477,VOCÊ NÃO VALE NADA,Desconhecido
2961,Menudo,04404,NÃO SE REPRIMA (NO TE REPRIMAS),Desconhecido
2962,Metrô,03408,BEAT ACELERADO,Desconhecido
2963,Metrô,03446,SÂNDALO DE DANDI,Desconhecido
2964,Metrô,06478,TUDO PODE MUDAR,Desconhecido
2965,Micael,30597,A NOITE TODA,Desconhecido
2966,Micael,30701,ME SINTO TÃO BEM,Desconhecido
2967,Michel Teló,01861,AI SE EU TE PEGO,Desconhecido
2968,Michel Teló,01523,"AMANHÃ, SEI LÁ",Desconhecido
2969,Michel Teló,15164,AMIGA DA MINHA IRMÃ,Desconhecido
2970,Michel Teló,33958,CHOCOLATE QUENTE,Desconhecido
2971,Michel Teló,01605,FUGIDINHA,Desconhecido
2972,Michel Teló,02707,HUMILDE RESIDÊNCIA,Desconhecido
2973,Michel Teló,15175,LEVEMENTE ALTERADO,Desconhecido
2974,Michel Teló,15177,LOVE SONG,Desconhecido
2975,Michel Teló,15382,MARIA,Desconhecido
2976,Michel Teló,33978,NÃO TEM PRA NINGUÉM,Desconhecido
2977,Michel Teló,33263,SEM COMPROMISSO,Desconhecido
2978,Michel Teló,33540,TÁ QUENTE,Desconhecido
2979,Michel Teló,30852,CASAL MODÃO,Desconhecido
2980,Michél Teló,30195,O MAR PAROU,Desconhecido
2981,Michel Teló & Gusttavo Lima,33059,IMPLORANDO PRA TRAIR,Sertanejo
2982,Michel Teló & Paula Fernandes,15317,SE TUDO FOSSE FÁCIL,Sertanejo (dupla presumida)
2983,Michel Teló & Prince Royce,33264,TE DAR UM BEIJO,Sertanejo (dupla presumida)
2984,Michel Teló & Sorriso Maroto,02862,É NÓIS FAZER PARAPAPÁ,Samba/Pagode
2985,Michel Teló part. Maiara e Maraisa,30360,MODÃO DUÍDO,Sertanejo
2986,Michel Teló part. Marília Mendonça,30657,POR TRÁS DA MAQUIAGEM,Sertanejo
2987,Midian Lima,30982,NÃO PARE,Desconhecido
2988,Milionário e José Rico,30053,A CARTA,Sertanejo (dupla presumida)
2989,Milionário e José Rico,15065,CORPO E ALMA,Sertanejo (dupla presumida)
2990,Milionário e José Rico,15927,DECIDA,Sertanejo (dupla presumida)
2991,Milionário e José Rico,04110,ESTRADA DA VIDA,Sertanejo (dupla presumida)
2992,Milionário e José Rico,33207,ILUSÃO PERDIDA,Sertanejo (dupla presumida)
2993,Milionário e José Rico,33214,LEMBRANÇA,Sertanejo (dupla presumida)
2994,Milionário e José Rico,33351,NO COLO DA NOITE,Sertanejo (dupla presumida)
2995,Milionário e José Rico,30415,SOLIDÃO,Sertanejo (dupla presumida)
2996,Milionário e José Rico,07457,SONHO DE UM CAMINHONEIRO,Sertanejo (dupla presumida)
2997,Milionário e José Rico,01799,VÁ PRO INFERNO COM SEU AMOR,Sertanejo (dupla presumida)
2998,Milionário e José Rico,09363,VIVA A VIDA,Sertanejo (dupla presumida)
2999,Milionário e José Rico,33457,VOLTA PRA CASA,Sertanejo (dupla presumida)
3000,Milionário e José Rico,01760,VONTADE DIVIDIDA,Sertanejo (dupla presumida)
3001,Milionário e José Rico,06272,QUEM DISSE QUE EU ESQUECI,Sertanejo (dupla presumida)
3002,Milionário e José Rico,30918,CAMINHEIRO,Sertanejo (dupla presumida)
3003,Milionario e José Rico,07456,SONHEI COM VOCÊ,Sertanejo (dupla presumida)
3004,Milionário e Marciano,30169,LOCALIZADOR,Sertanejo (dupla presumida)
3005,Milionário e Marciano,30204,"PAREDES AZUIS, ALINE E A CARTA",Sertanejo (dupla presumida)
3006,Milton Nascimento,01884,CAÇADOR DE MIM,Desconhecido
3007,Milton Nascimento,03039,CANÇÃO DA AMÉRICA,Desconhecido
3008,Milton Nascimento,30159,GUARDANAPOS DE PAPEL,Desconhecido
3009,Milton Nascimento,03272,TRAVESSIA,Desconhecido
3010,Milton Nascimento,03835,CORAÇÃO DE ESTUDANTE,Desconhecido
3011,Milton Nascimento,03757,MARIA MARIA,Desconhecido
3012,Milton Nascimento,03584,NOS BAILES DA VIDA,Desconhecido
3013,Milton Nascimento,06971,QUEM SABE ISSO QUER DIZER AMOR,Desconhecido
3014,Ministério Zoe,30983,TUDO COOPERA PARA O MEU BEM,Desconhecido
3015,Moacyr Franco,06513,SUAVE É A NOITE,Desconhecido
3016,Moacyr Franco,04474,EU TE DAREI BEM MAIS,Desconhecido
3017,Moana,30807,DE NADA,Desconhecido
3018,Moana (Disney),30766,SABER QUEM SOU,Desconhecido
3019,Moinho da Bahia,09669,ESNOBA,Desconhecido
3020,Molejo,03821,A DANÇA DA VASSOURA,Desconhecido
3021,Molejo,03991,BRINCANDEIRA DE CRIANÇA,Desconhecido
3022,Molejo,03037,CAÇAMBA,Desconhecido
3023,Molejo,30015,CILADA,Desconhecido
3024,Molejo,03204,PAPARICO,Desconhecido
3025,Molejo,03637,SAMBA DIFERENTE,Desconhecido
3026,Moraes Moreira,03033,BRASIL PANDEIRO,Desconhecido
3027,Motirô,33932,SENHORITA,Desconhecido
3028,Mr. Catra,30508,ADULTÉRIO,Desconhecido
3029,Mulan,30808,NÃO VOU DESISTIR DE NENHUM (HOMEM SER),Desconhecido
3030,Mumuzinho,15653,CURTO CIRCUITO,Desconhecido
3031,Mumuzinho,33096,PRELIMINARES,Desconhecido
3032,Mumuzinho,30745,FULMINANTE,Desconhecido
3033,Mundo Bita,30984,FAZENDINHA,Infantil
3034,Mundo Bita,30985,VIAJAR PELO SAFÁRI,Infantil
3035,Munhoz e Mariano,15282,A BELA E O FERA,Sertanejo (dupla presumida)
3036,Munhoz e Mariano,33856,AMOR A 3,Sertanejo (dupla presumida)
3037,Munhoz e Mariano,15211,BALADA LOUCA,Sertanejo (dupla presumida)
3038,Munhoz e Mariano,02844,CAMARO AMARELO,Sertanejo (dupla presumida)
3039,Munhoz e Mariano,15486,CASAMENTO DO JOÃO,Sertanejo (dupla presumida)
3040,Munhoz e Mariano,33268,COPO NA MAO,Sertanejo (dupla presumida)
3041,Munhoz e Mariano,02910,EU VOU PEGAR VOCÊ E TÃE,Sertanejo (dupla presumida)
3042,Munhoz e Mariano,15312,PANTERA COR-DE-ROSA,Sertanejo (dupla presumida)
3043,Munhoz e Mariano,33023,SEU BOMBEIRO,Sertanejo (dupla presumida)
3044,Munhoz e Mariano,33844,ELA NÃO PODE SABER,Sertanejo (dupla presumida)
3045,Munhoz e Mariano,33803,SE QUER IR ENTÃO VAI,Sertanejo (dupla presumida)
3046,Munhoz e Mariano part. Jerry Smith,30365,MULHERÃO DA PORRA,Sertanejo (dupla presumida)
3047,Munhoz e Mariano part. Luan Santana,33436,LONGE DAQUI,Sertanejo
3048,Munhoz e Mariano part. Zé Neto e Cristiano,30043,PEN DRIVE DE MODÃO,Sertanejo
3049,Naiara Azevedo,30606,BUÁ BUÁ,Desconhecido
3050,Naiara Azevedo,33971,EX DO SEU ATUAL,Desconhecido
3051,Naiara Azevedo,30630,LADRÃO,Desconhecido
3052,Naiara Azevedo,30186,"MORDIDA, BEIJO E TAPA",Desconhecido
3053,Naiara Azevedo,33918,O NOME DELA É RAPARIGA,Desconhecido
3054,Naiara Azevedo,30537,OBRIGADO MÃE,Desconhecido
3055,Naiara Azevedo,30464,PEGADA QUE DESGRAMA,Desconhecido
3056,Naiara Azevedo,30397,PRINTOU NOSSA INTIMIDADE,Desconhecido
3057,Naiara Azevedo,30044,RADINHO DO SEU ZÉ,Desconhecido
3058,Naiara Azevedo,30255,VOCÊ NÃO PRESTA,Desconhecido
3059,Naiara Azevedo,30088,VOU TE TRAIR,Desconhecido
3060,Naiara Azevedo part. Gusttavo Lima,30584,VIRA A FAIXA CIDADÃO,Sertanejo
3061,Naiara Azevedo part. Ivete Sangalo,30063,AVISA QUE EU CHEGUEI,Desconhecido
3062,Naiara Azevedo part. Maiara e Maraisa,33946,50 REAIS,Sertanejo
3063,Naiara Azevedo part. Mc Kevinho,30357,MENTALMENTE,Funk/Pop BR
3064,Naiara Azevedo part. Zé Neto e Cristiano,33974,INQUILINO,Sertanejo
3065,Naldo Benny (Naldo),15005,AMOR DE CHOCOLATE,Desconhecido
3066,Naldo Benny (Naldo),33278,SEM SUTIA,Desconhecido
3067,Nalva Aguiar,07585,DIA DE FORMATURA,Desconhecido
3068,Nana Caymmi,30517,ESTE SEU OLHAR,Desconhecido
3069,Nana Caymmi,04171,RESPOSTA AO TEMPO,Desconhecido
3070,Nana Caymmi,03259,SÓ LOUCO,Desconhecido
3071,Nando Moreno & Cristiano Araújo,33280,MESMO LONGE,Sertanejo (dupla presumida)
3072,Nando Moreno & Rio Negro e Solimões,33279,CHORO E BEBO,Sertanejo (dupla presumida)
3073,Nando Reis,06965,POR ONDE ANDEI,Desconhecido
3074,Nando Reis,01437,PRA VOCÊ GUARDEI O AMOR,Desconhecido
3075,Nando Reis,30224,SÓ POSSO DIZER,Desconhecido
3076,Nando Reis,07994,LUZ DOS OLHOS,Desconhecido
3077,Natalia Siqueira,09565,VOCÊ ME ENSINOU AMOR,Desconhecido
3078,Natiruts,04406,O CARCARÁ E A ROSA,Desconhecido
3079,Natiruts,04092,PRESENTE DE UM BEIJA-FLOR,Desconhecido
3080,Natiruts,09330,REGGAE POWER,Desconhecido
3081,Natiruts,33900,VERBALIZE,Desconhecido
3082,Natiruts,04118,LIBERDADE PRA DENTRO DA CABEÇA,Desconhecido
3083,Natiruts e Cláudia Leitte,02933,"SORRI, SOU REI",Sertanejo (dupla presumida)
3084,Nego do Borel,30326,EU VACILEI MAS EU TE AMO,Desconhecido
3085,Nego do Borel,33689,NÃO ME DEIXE SOZINHO,Desconhecido
3086,Nego do Borel,33981,PRETINHA VOU TE CONFESSAR,Desconhecido
3087,"Nego do Borel ft. Anitta, Wesley Safadão",30087,VOCÊ PARTIU MEU CORAÇÃO,Pop/Funk BR
3088,Nego do Borel ft. Luan Santana,30617,CONTATINHO,Sertanejo
3089,Nego do Borel part. Maiara e Maraisa,30322,ESQUECI COMO NAMORA,Sertanejo
3090,Negritude Júnior,03693,ABSOLUTA,Desconhecido
3091,Negritude Júnior,03029,BEIJO GELADINHO,Desconhecido
3092,Negritude Júnior,03411,COHAB CITY-VEM PRA CÁ,Desconhecido
3093,Negritude Júnior,33331,TIMIDEZ,Desconhecido
3094,Nelson Gonçalves,03453,A VOLTA DO BOÊMIO,Desconhecido
3095,Nelson Gonçalves,06542,NAQUELA MESA,Desconhecido
3096,Nelson Gonçalves,30190,NEGUE,Desconhecido
3097,Nelson Gonçalves,01171,MEU VÍCIO É VOCÊ,Desconhecido
3098,Nelson Gonçalves,07145,A FLOR DO MEU BAIRRO,Desconhecido
3099,Nelson Gonçalves,30986,MEU DILEMA,Desconhecido
3100,Nelson Gonçalves,07311,CAMINHEMOS,Desconhecido
3101,Nelson Gonçalves,01782,CASTIGO,Desconhecido
3102,Nelson Gonçalves,06054,CHÃO DE ESTRELAS,Desconhecido
3103,Nelson Gonçalves,33158,DEUSA DO MARACANÃ,Desconhecido
3104,Nelson Gonçalves,33350,ESSES MOÇOS,Desconhecido
3105,Nelson Gonçalves,04235,FICA COMIGO ESTA NOITE,Desconhecido
3106,Nelson Gonçalves,03142,MATRIZ OU FILIAL,Desconhecido
3107,Nelson Gonçalves,33569,NEGA MANHOSA,Desconhecido
3108,Nelson Gonçalves,06664,NORMALISTA,Desconhecido
3109,Nelson Gonçalves,07410,PENSANDO EM TI,Desconhecido
3110,Nelson Ned,03498,TUDO PASSARÁ,Desconhecido
3111,Nelson Ned,02831,DOMINGO À TARDE,Desconhecido
3112,Nelson Ned,30809,SE AS FLORES PUDESSEM FALAR,Desconhecido
3113,Nenhum de Nós,04306,"CAMILA, CAMILA",Desconhecido
3114,Nenhum de Nós,03436,O ASTRONAUTA DE MÁRMORE,Desconhecido
3115,Nenhum de Nos,15791,SOBRE O TEMPO,Desconhecido
3116,Nenhum de Nós,33841,ESTRAÑO,Desconhecido
3117,Netinho,03794,FIM DE SEMANA,Desconhecido
3118,Netinho,03577,MENINA LINDA,Desconhecido
3119,Netinho,03626,MILLA,Desconhecido
3120,Netinho,03443,PRECISO DE VOCÊ,Desconhecido
3121,Netinho,03271,TOTAL,Desconhecido
3122,Netinho,03040,CAPRICHO DOS DEUSES,Desconhecido
3123,Netinho,03829,BEIJO NA BOCA,Desconhecido
3124,Neto LX,33099,GORDINHO GOSTOSO,Desconhecido
3125,Neto LX,33823,O DONO DO BANCO,Desconhecido
3126,Ney Matogrosso,30139,CONSTRUÇÃO,Desconhecido
3127,Ney Matogrosso,30328,FALA,Desconhecido
3128,Ney Matogrosso,03114,HOMEM COM H,Desconhecido
3129,Ney Matogrosso,30019,MAL NECESSÁRIO,Desconhecido
3130,Ney matogrosso,04175,SANGUE LATINO,Desconhecido
3131,Ney Matogrosso,06120,VIAJANTE,Desconhecido
3132,Ney Matogrosso,01792,BANDOLEIRO,Desconhecido
3133,Ney Matogrosso,15266,POEMA,Desconhecido
3134,Nico Rezende,09451,ESQUECE E VEM,Desconhecido
3135,Nilton César,07893,A NAMORADA QUE SONHEI,Desconhecido
3136,Nilton César,33188,"ESPERE UM POUCO, UM POUQUINHO MAIS",Desconhecido
3137,Nilton César,04350,FÉRIAS NA ÍNDIA,Desconhecido
3138,Nilton César,15052,LILIAN,Desconhecido
3139,Now United,30853,LENDAS,Desconhecido
3140,NX Zero,07899,ALÉM DE MIM,Desconhecido
3141,NX Zero,33292,HOJE O CÉU ABRIU,Desconhecido
3142,NX Zero,15337,LIGAÇÃO,Desconhecido
3143,NX Zero,02728,NÃO É NORMAL,Desconhecido
3144,NX Zero,09329,RAZÕES E EMOÇÕES,Desconhecido
3145,NX Zero,33311,SÓ REZO,Desconhecido
3146,NX Zero,33729,VAMOS SEGUIR,Desconhecido
3147,NX Zero,09635,CEDO OU TARDE,Desconhecido
3148,NX Zero e Freddy Gibbs,02924,ONDE ESTIVER,Sertanejo (dupla presumida)
3149,O Rappa,03981,A FEIRA,Rock BR
3150,O Rappa,15484,ANJOS (PRA QUEM TEM FÉ),Rock BR
3151,O Rappa,30023,HEY JOE,Rock BR
3152,O Rappa,33212,LADO B LADO A,Rock BR
3153,O Rappa,15255,ME DEIXA,Rock BR
3154,O Rappa,06337,MINHA ALMA (A PAZ QUE EU NÃO QUERO),Rock BR
3155,O Rappa,09289,NA FRENTE DO RETO,Rock BR
3156,O Rappa,07199,O QUE SOBROU DO CÉU,Rock BR
3157,O Rappa,06231,PESCADOR DE ILUSÕES,Rock BR
3158,O Rappa,30027,REZA VELA,Rock BR
3159,O Rappa,06748,RODO COTIDIANO,Rock BR
3160,O Rappa,33996,UMA VIDA SÓ,Rock BR
3161,O Rappa,30854,VAPOR BARATO,Rock BR
3162,O Rappa,30987,SÚPLICA CEARENSE,Rock BR
3163,O Rappa,06861,MAR DE GENTE,Rock BR
3164,O Surto,30525,A CERA,Desconhecido
3165,O Teatro Mágico,33295,ANA E O MAR,Desconhecido
3166,O Teatro Mágico,33297,NOSSO PEQUENO CASTELO,Desconhecido
3167,O Teatro Mágico,33298,O ANJO MAIS VELHO (RECOMBINANDO ATOS),Desconhecido
3168,O Teatro Mágico,33299,REALEJO,Desconhecido
3169,O Teatro Mágico,02922,NOSSO PEQUENO CASTELO,Desconhecido
3170,Odair José,30062,ATÉ PARECE UM SONHO,Desconhecido
3171,Odair José,30150,ESTA NOITE VOCÊ VAI TER QUE SER MINHA,Desconhecido
3172,Odair José,06920,EU VOU TIRAR VOCÊ DESSE LUGAR,Desconhecido
3173,Odair José,33573,NA MINHA OPINIÃO,Desconhecido
3174,Odair José,30543,PARE DE TOMAR A PÍLULA,Desconhecido
3175,Odair José,30036,SEM SAÍDA,Desconhecido
3176,Olodum,03236,REQUEBRA,Desconhecido
3177,Onze:20,15391,NÃO VAI VOLTAR,Desconhecido
3178,Onze:20,15587,PRA VOCÊ,Desconhecido
3179,Orlando Dias,06799,TENHO CIUME DE TUDO,Desconhecido
3180,Orquestra da Terra,03489,REI DO GADO,Desconhecido
3181,Os Abelhudos,07538,O DONO DA TERRA,Desconhecido
3182,Os Barões da Pisadinha,30855,CABEÇA VOANDO,Forró/Piseiro
3183,Os Barões da Pisadinha,30856,DANÇAR FORRÓ BEIJANDO,Forró/Piseiro
3184,Os Barões da Pisadinha,30857,É SÓ OI E TCHAU,Forró/Piseiro
3185,Os Barões da Pisadinha,30919,CHUPADINHA,Forró/Piseiro
